event_id,asset,binance_symbol,mexc_symbol,mexc_market,causal_class,status,reason,announcement_cut,n_hours_used,n_post_announcement_dropped,n_before_window_dropped,multiplier,integrity_violations,volume_floor,volume_cv,volume_range_coupling,log10_volume_per_range,zero_range_share,volume_floor_rank,volume_cv_rank,volume_range_coupling_rank,log10_volume_per_range_rank,n_features_ranked,volume_anomaly_rank,wash_volume_suspect,programme_like,anticipation_ratio,anticipation_base_hours,second_venue,second_venue_market,n_common_hours,log10_venue_volume_multiple,coupling_gap
771eb47c3fcc81c52c724335,1000PEPE,1000PEPEUSDT,PEPEUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,67,4,0,1.0000,0,0.4405,0.7695,0.7206,7.2328,0.0000,0.4365,0.6746,0.2460,0.9762,4,0.5833,False,False,2.8662,43,okx,spot,67,-0.5509,0.0504
8f9346145d6137459b8f23c9,ARK,ARKUSDT,ARKUSDT,spot,BAD_TIMESTAMP,NOT_COMPUTABLE,BAD_TIMESTAMP: excluded by rule (manual proof needed),True,0,0,0,,0,,,,,,,,,,0,,,,,0,,,0,,
b6b050a77e7ba560ac45accb,BSV,BSVUSDT,BSVUSDT,spot,NO_CAPACITY,MEASURED,,True,62,9,0,1.0000,0,0.3306,1.1006,0.3609,5.2911,0.0000,0.1984,0.3254,0.8810,0.1667,4,0.3929,False,False,2.1876,38,bybit,perp,62,-2.2976,-0.4753
0203a2e2313bf3decb1ca01a,TOKEN,TOKENUSDT,TOKENUSDT,spot,UNKNOWN_EXECUTION_COST,NOT_COMPUTABLE,n_hours 0 < 36,True,0,5,5,,0,,,,,,,,,,0,,,,,0,,,0,,
3c3028d3750531b66a53cf7c,KAS,KASUSDT,KAS_USDT,perp,UNKNOWN_EXECUTION_COST,MEASURED,,True,59,13,0,1000.0000,0,0.2154,0.9057,0.8830,8.0053,0.0000,0.0873,0.5476,0.0238,0.9921,4,0.4127,False,False,2.6995,35,kucoin,spot,59,0.7999,0.0320
b4883000a6fb5da32096f7b6,ETHW,ETHWUSDT,ETHWUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,65,6,0,1.0000,0,0.3221,0.8816,0.6188,5.9434,0.0000,0.1825,0.5635,0.4841,0.5952,4,0.4563,False,False,1.9535,41,kucoin,spot,65,0.2845,-0.2051
7f4b196e58663442894e9aef,WIF,WIFUSDT,WIFUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,64,7,0,1.0000,0,0.4344,0.7110,0.6922,6.1453,0.0000,0.4206,0.7540,0.3254,0.7222,4,0.5556,False,False,1.5260,40,bybit,perp,64,-1.3686,-0.0085
16d2301813546604bccc72c1,MYRO,MYROUSDT,MYROUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,68,3,0,1.0000,0,0.5118,0.5184,0.6035,6.6207,0.0000,0.6429,0.8651,0.5000,0.8651,4,0.7183,True,False,1.4185,44,kucoin,spot,68,-0.3501,0.0147
f43f9a7538849c554a17a309,BOME,BOMEUSDT,BOMEUSDT,spot,UNKNOWN_EXECUTION_COST,NOT_COMPUTABLE,n_hours 11 < 36,True,11,8,25,,0,,,,,,,,,,0,,,,,0,,,0,,
ad82dcce37e5348b048e282d,1000CAT,1000CATUSDT,CATUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.3964,1.0237,0.4861,5.8028,0.0000,0.3254,0.3571,0.7698,0.4683,4,0.4802,False,False,1.7916,45,kucoin,spot,69,-0.8647,-0.0410
700d4e731095fcaedaac26c5,GOAT,GOATUSDT,GOATUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.4422,0.7215,0.4475,6.3944,0.0000,0.4524,0.7222,0.8016,0.8175,4,0.6984,False,False,2.4112,45,,,0,,
c2b91bfbec0ed43aabcdb74f,MOODENG,MOODENGUSDT,MOODENGUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,70,2,0,1.0000,0,0.4601,0.8123,0.7164,6.0802,0.0000,0.5000,0.5952,0.2619,0.6905,4,0.5119,False,False,1.5761,46,kucoin,spot,70,-0.3575,-0.0604
2bf17446b8052a2980d08b2c,PONKE,PONKEUSDT,PONKEUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.4922,0.8068,0.6646,5.9757,0.0000,0.5635,0.6111,0.4048,0.6190,4,0.5496,False,False,1.1483,45,kucoin,spot,69,-0.1074,-0.0437
125e6fdf0008d975a343c942,1000000MOG,1000000MOGUSDT,MOGUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.4457,1.8072,0.4975,5.9289,0.0000,0.4683,0.1667,0.7381,0.5635,4,0.4841,False,False,4.1364,45,kucoin,spot,69,-0.3243,-0.1083
aab29a722c1f1f70858d4380,SWELL,SWELLUSDT,SWELLUSDT,spot,BAD_TIMESTAMP,NOT_COMPUTABLE,BAD_TIMESTAMP: excluded by rule (manual proof needed),True,0,0,0,,0,,,,,,,,,,0,,,,,0,,,0,,
a145fa44534b876ab3762b4b,DEGEN,DEGENUSDT,DEGENUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.4491,0.7264,0.6030,5.8389,0.0000,0.4841,0.6905,0.5159,0.5000,4,0.5476,False,False,2.0177,45,kucoin,spot,69,-0.9840,-0.0400
551e7c68db4a708957037745,BAN,BANUSDT,BANUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.5043,0.6858,0.8526,6.5963,0.0000,0.6111,0.7698,0.0556,0.8492,4,0.5714,False,False,1.5980,45,,,0,,
4d8c383224e3a76f6fc58997,MORPHO,MORPHOUSDT,MORPHO_USDT,perp,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.3514,1.1517,0.6919,6.3228,0.0000,0.2143,0.3095,0.3413,0.7857,4,0.4127,False,False,4.8925,45,kucoin,spot,69,-0.7517,-0.0840
a7150d1cd6602cc674f27ab1,SPX,SPXUSDT,SPXUSDT,spot,BAD_TIMESTAMP,NOT_COMPUTABLE,BAD_TIMESTAMP: excluded by rule (manual proof needed),True,0,0,0,,0,,,,,,,,,,0,,,,,0,,,0,,
99b90c668ff8d07f9a62c71c,MOCA,MOCAUSDT,MOCAUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,2,0,1.0000,0,0.5559,2.9506,0.6959,5.4729,0.0000,0.7222,0.0556,0.2937,0.2619,4,0.3333,False,False,68.1572,45,kucoin,spot,69,0.1020,-0.1018
ada0dad89ba8db72db34e5e1,KMNO,KMNOUSDT,KMNOUSDT,spot,BAD_TIMESTAMP,NOT_COMPUTABLE,BAD_TIMESTAMP: excluded by rule (manual proof needed),True,0,0,0,,0,,,,,,,,,,0,,,,,0,,,0,,
f736f1ca447ec854a82c39e1,SWARMS,SWARMSUSDT,SWARMSUSDT,spot,BAD_TIMESTAMP,NOT_COMPUTABLE,BAD_TIMESTAMP: excluded by rule (manual proof needed),True,0,0,0,,0,,,,,,,,,,0,,,,,0,,,0,,
98bb20f584caad1487773629,SONIC,SONICUSDT,SONIC_USDT,perp,UNKNOWN_EXECUTION_COST,NOT_COMPUTABLE,n_hours 16 < 36,True,16,3,0,,0,,,,,,,,,,0,,,,,0,,,0,,
e392222f24c675106459b5d8,ARC,ARCUSDT,ARCUSDT,spot,UNKNOWN_EXECUTION_COST,MEASURED,,True,69,3,0,1.0000,0,0.2465,1.0216,0.5151,5.1055,0.0000,0.1190,0.3730,0.6746,0.0714,4,0.3095,False,False,1.2095,45,bybit,perp,69,-2.6647,-0.2244
3fb6ffd8390e7119ddfa4168,TRUMP,TRUMPUSDT,TRUMPUSDT,spot,UNKNOWN_EXECUTION_COST,NOT_COMPUTABLE,n_hours 0 < 36,True,0,3,10,,0,,,,,,,,,,0,,,,,0,,,0,,
0e44ae278bb97bca471915f5,MELANIA,MELANIAUSDT,MELANIAUSDT,spot,UNKNOWN_EXECUTION_COST,NOT_COMPUTABLE,n_hours 0 < 36,True,0,3,8,,0,,,,,,,,,,0,,,,,0,,,0,,
86c2b231d2e88deccfa3bbeb,VINE,VINEUSDT,VINEUSDT,spot,UNKNOWN_EXECUTION_COST,NOT_COMPUTABLE,n_hours 2 < 36,True,2,3,25,,0,,,,,,,,,,0,,,,,0,,,0,,
4c12d6c81d3645194cab5045,VVV,VVVUSDT,VVVUSDT,spot,UNKNOWN_EXECUTION_COST,NOT_COMPUTABLE,n_hours 3 < 36,True,3,3,25,,0,,,,,,,,,,0,,,,,0,,,0,,
