mechanism_id,family,horizon_h,tier,raw_episodes_per_day,sd_episode_bps,sd_daymean_bps,k_eff_independent_per_day,redundancy_factor,net_bps_min_1y,eta_years
M4_FLOW_IMBALANCE_FADE_0.3,B_flow,1,T_DEEP,2.5729349736379614,87.93995742822061,69.81596076700143,1.5865839779501076,1.6216821860020516,20.475858498855693,
M4_FLOW_IMBALANCE_FADE_0.3,B_flow,4,T_DEEP,2.5729349736379614,154.4214743594326,130.3671629374333,1.4030687772553436,1.8337910552546737,38.234517607123344,
M4_FLOW_IMBALANCE_FADE_0.3,B_flow,12,T_DEEP,2.5694200351493848,264.5500016743886,239.91768374572888,1.2158808470572493,2.1132169664223723,70.36386078171199,
M4_FLOW_IMBALANCE_FADE_0.5,B_flow,1,T_DEEP,10.925,151.1424783762139,67.52306118895142,5.010358859310456,2.1804825376327517,19.803389241160847,
M4_FLOW_IMBALANCE_FADE_0.5,B_flow,4,T_DEEP,10.925,272.753784994514,145.78907513742791,3.500189923757105,3.1212591996359738,42.75750760138435,
M5_FLOW_IMBALANCE_FOLLOW_0.3,B_flow,1,T_DEEP,2.5729349736379614,87.93995742822061,69.81596076700143,1.5865839779501076,1.6216821860020516,20.475858498855693,
M5_FLOW_IMBALANCE_FOLLOW_0.3,B_flow,4,T_DEEP,2.5729349736379614,154.4214743594326,130.3671629374333,1.4030687772553436,1.8337910552546737,38.234517607123344,
M5_FLOW_IMBALANCE_FOLLOW_0.3,B_flow,12,T_DEEP,2.5694200351493848,264.5500016743886,239.91768374572888,1.2158808470572493,2.1132169664223723,70.36386078171199,
M5_FLOW_IMBALANCE_FOLLOW_0.5,B_flow,12,T_DEEP,10.925,510.2854813122238,331.5533402510717,2.3687520799763435,4.612133153296949,97.23907263069064,
M6_OI_BUILD_FADE_0.01,C_oi,1,T_DEEP,13.24330755502677,242.99127123547123,118.4385177319249,4.209159850184894,3.146306632770204,34.736044641519065,
M6_OI_BUILD_FADE_0.01,C_oi,4,T_DEEP,13.24271267102915,407.1498850550895,206.5601469098137,3.8852195504152394,3.4084850287582364,60.580650801947634,
M6_OI_BUILD_FADE_0.01,C_oi,12,T_DEEP,13.242261904761905,728.9185542829586,426.8774889711651,2.9157581872366647,4.541618698947021,125.19605781392757,
M6_OI_BUILD_FADE_0.02,C_oi,1,T_DEEP,7.027672955974843,307.31171490794344,240.82336359300015,1.6283996353262973,4.315693029841931,70.62948159669843,
M7_OI_FLUSH_BOUNCE_0.01,C_oi,1,T_DEEP,13.447431302270012,198.77782271419068,87.2129786243213,5.194857271266428,2.5886045756540548,25.57811408676296,
M7_OI_FLUSH_BOUNCE_0.01,C_oi,4,T_DEEP,13.444444444444445,406.46725255106884,221.46157480864923,3.3686380994001186,3.991062277315752,64.9509914194139,
M7_OI_FLUSH_BOUNCE_0.01,C_oi,12,T_DEEP,13.425925925925926,682.9916664558863,341.33306856959695,4.003815709182552,3.3532826935900752,100.10730406383912,
M7_OI_FLUSH_BOUNCE_0.02,C_oi,1,T_DEEP,6.542765273311897,249.43788967543176,140.31431261016917,3.1602460787308946,2.0703341164936653,41.1518509350369,
M7_OI_FLUSH_BOUNCE_0.02,C_oi,4,T_DEEP,6.541479099678456,505.9141370550473,294.55824150785975,2.949927032804445,2.2175053914671183,86.38902632759317,
M7_OI_FLUSH_BOUNCE_0.02,C_oi,12,T_DEEP,6.534105534105534,995.6276332520949,475.7363964258505,4.379869052900488,1.4918495176878503,139.52556161878928,
M8_VOLSHOCK_REVERSION_3.0x,D_volshock,1,T_DEEP,4.634902411021814,340.0500415845012,172.89421032623878,3.8683411158977368,1.198162796960624,50.70699231263345,
M8_VOLSHOCK_REVERSION_3.0x,D_volshock,12,T_DEEP,4.629735935706085,742.9395879799523,585.7292578074466,1.6088411472474864,2.877683694022215,171.78463591628594,
M9_VOLSHOCK_CONTINUATION_3.0x,D_volshock,1,T_DEEP,4.634902411021814,340.0500415845012,172.89421032623878,3.8683411158977368,1.198162796960624,50.70699231263345,
M9_VOLSHOCK_CONTINUATION_3.0x,D_volshock,4,T_DEEP,4.634902411021814,490.70392082604707,285.50105480500713,2.9540893161474204,1.568978427865014,83.73270431629483,
M9_VOLSHOCK_CONTINUATION_3.0x,D_volshock,12,T_DEEP,4.629735935706085,742.9395879799523,585.7292578074466,1.6088411472474864,2.877683694022215,171.78463591628594,
M9_VOLSHOCK_CONTINUATION_6.0x,D_volshock,1,T_DEEP,1.677007299270073,395.8381155078608,413.0726793964813,0.9182951219763665,1.8262182376192921,121.14733708661106,
M9_VOLSHOCK_CONTINUATION_6.0x,D_volshock,4,T_DEEP,1.677007299270073,615.2200252077201,656.619380081056,0.8778767209855218,1.9102993155889034,192.57552809472708,
M9_VOLSHOCK_CONTINUATION_6.0x,D_volshock,12,T_DEEP,1.6751824817518248,852.0756189223706,803.4015243687945,1.1248405770753103,1.4892621371354282,235.62428633819886,
M10_BASIS_Z_REVERSION_2.0,E_basis,1,T_LIQ,85.15937635339974,146.16226209114043,26.919939148760015,29.47965277344145,2.888750997437825,7.895169797166856,
M10_BASIS_Z_REVERSION_2.0,E_basis,4,T_LIQ,85.15288003464703,242.6108422658781,45.120512666686366,28.911615537291887,2.945282664153163,13.233094877003673,
M10_BASIS_Z_REVERSION_2.0,E_basis,12,T_LIQ,85.12213079255089,394.5123296653781,79.04933554266906,24.907188864721892,3.417572784101557,23.18385353747491,
M10_BASIS_Z_REVERSION_3.0,E_basis,1,T_LIQ,11.983710407239819,220.61724356607613,84.51595083192743,6.813990828615259,1.7586918897680923,24.787120754610182,
M10_BASIS_Z_REVERSION_3.0,E_basis,4,T_LIQ,11.983257918552036,344.6109602393004,147.94132595613732,5.4259921131973226,2.2084915843142974,43.388726920488374,
M10_BASIS_Z_REVERSION_3.0,E_basis,12,T_LIQ,11.976007243096424,531.7745504704297,239.00147098048728,4.950555691245992,2.4191238297295503,70.09515083731202,
M11_FLOW_PRICE_DIVERGENCE,F_divergence,1,T_LIQ,1.7324414715719063,162.34804437634338,146.52483458561142,1.2276417327805373,1.4111946713053056,42.97329359336516,
M11_FLOW_PRICE_DIVERGENCE,F_divergence,4,T_LIQ,1.7324414715719063,293.1332651813417,234.25452030965317,1.5658647626998483,1.10638000984507,68.70294926665072,
M12_XS_RESID_REVERSAL_1H,G_cross_sectional_hourly,1,T_LIQ,23.994103194103193,51.18643772195715,11.005396156472239,21.632088543871383,1.1091903190688905,3.227699396357593,
M12_XS_RESID_REVERSAL_1H,G_cross_sectional_hourly,4,T_LIQ,23.992137592137592,92.42902832142056,20.555128714244603,20.219777563549712,1.1865678302707112,6.0284769034872205,
M12_XS_RESID_REVERSAL_1H,G_cross_sectional_hourly,12,T_LIQ,23.987714987714988,141.88568119889882,35.34677406987588,16.113043191746947,1.4887141244678985,10.366620129474516,
M13_XS_FLOW_REVERSAL_1H,G_cross_sectional_hourly,1,T_LIQ,23.994594594594595,28.817645531383004,6.266475798812457,21.148046497330462,1.1346009948305842,1.8378529828043861,
M13_XS_FLOW_REVERSAL_1H,G_cross_sectional_hourly,4,T_LIQ,23.992628992628994,53.413843399891235,13.247084930841261,16.257996143521147,1.4757433069136332,3.8851493782555466,
M13_XS_FLOW_REVERSAL_1H,G_cross_sectional_hourly,12,T_LIQ,23.986732186732187,95.41472788942079,26.419027966227507,13.043590715411327,1.838966946301931,7.748260890072393,
M14_XS_OI_SHOCK,G_cross_sectional_hourly,1,T_LIQ,23.975938967136152,49.014945301941076,10.488868000879005,21.83734345477567,1.0979329521830086,3.0762102911671807,
M14_XS_OI_SHOCK,G_cross_sectional_hourly,4,T_LIQ,23.974178403755868,93.91537761245529,23.92614820919684,15.407346187922846,1.5560225694512007,7.017140776578981,
M14_XS_OI_SHOCK,G_cross_sectional_hourly,12,T_LIQ,23.968309859154928,159.65431751032054,45.95547286488086,12.06943268333947,1.985868804938989,13.477974796761043,
M15_XS_VOLSHOCK,G_cross_sectional_hourly,1,T_LIQ,23.994594594594595,48.1961481878846,10.415815854843657,21.41105541931564,1.1206637937590063,3.054785313428215,
M15_XS_VOLSHOCK,G_cross_sectional_hourly,4,T_LIQ,23.993120393120392,91.04841269454244,29.20636870779362,9.718284989731064,2.4688636337041974,8.565741506043217,
M15_XS_VOLSHOCK,G_cross_sectional_hourly,12,T_LIQ,23.988697788697788,151.000737137603,67.7309271979816,4.970317053383748,4.826391864150094,19.864352879573392,
M16_XS_BASIS_REVERSAL,G_cross_sectional_hourly,1,T_LIQ,23.944963144963143,31.983139592377988,6.4774391970932195,24.38010081428073,0.9821519331428399,1.8997250338966962,
M16_XS_BASIS_REVERSAL,G_cross_sectional_hourly,4,T_LIQ,23.943488943488944,62.251645553228094,15.191060528526403,16.79289156500287,1.4258109659558713,4.455285043884645,
M16_XS_BASIS_REVERSAL,G_cross_sectional_hourly,12,T_LIQ,23.938574938574938,100.66723134729139,28.025129076680603,12.902712063724795,1.8553134271574432,8.219303595940824,
M17_FUNDING_CROWDING_FADE,H_funding_control,1,T_LIQ,436.26979611190137,167.11586164094874,20.129785911256896,68.92186693367243,6.329918435490865,5.903730943511842,
M17_FUNDING_CROWDING_FADE,H_funding_control,4,T_LIQ,436.2299668089142,298.35308230999095,76.61827830483773,15.163389140480644,28.768632313493914,22.470864939200393,
M17_FUNDING_CROWDING_FADE,H_funding_control,12,T_LIQ,436.12517780938833,503.20962479473104,219.5130999214183,5.25505169626,82.99160560490337,64.37953618709727,
M1_RESID_REVERSION_1H_z1.5,A_resid_move,1,T_LIQ,161.7914671310405,204.67096747445697,26.26487167065863,60.72421629838855,2.6643648447601946,7.703049416075633,
M1_RESID_REVERSION_1H_z1.5,A_resid_move,4,T_LIQ,161.77144101001306,334.54857396765397,45.116624108769244,54.98511966874347,2.942094915580819,13.231954427731031,
M1_RESID_REVERSION_1H_z1.5,A_resid_move,12,T_LIQ,161.6848062690466,532.5343907032238,77.29273371320521,47.469863537675685,3.4060516340166274,22.668671477330104,
M1_RESID_REVERSION_1H_z2.5,A_resid_move,1,T_LIQ,49.39894319682959,282.7408021004804,57.49846914414976,24.18045158294711,2.042928893506167,16.8633433553334,
M1_RESID_REVERSION_1H_z2.5,A_resid_move,4,T_LIQ,49.39321884632321,435.85613211107136,96.84404021442057,20.255385927644326,2.438522722932269,28.402744044528227,
M1_RESID_REVERSION_1H_z2.5,A_resid_move,12,T_LIQ,49.3518273888155,636.4185886151485,153.97744027495324,17.08329029746858,2.888894734530649,45.15901871791084,
M1_RESID_REVERSION_1H_z4.0,A_resid_move,1,T_LIQ,14.783709157846296,407.17280743015823,156.40635270768595,6.777175864240415,2.1813967136152,45.87137828057195,
M2_RESID_CONTINUATION_1H_z1.5,A_resid_move,1,T_LIQ,161.7914671310405,204.67096747445697,26.26487167065863,60.72421629838855,2.6643648447601946,7.703049416075633,
M2_RESID_CONTINUATION_1H_z1.5,A_resid_move,4,T_LIQ,161.77144101001306,334.54857396765397,45.116624108769244,54.98511966874347,2.942094915580819,13.231954427731031,
M2_RESID_CONTINUATION_1H_z1.5,A_resid_move,12,T_LIQ,161.6848062690466,532.5343907032238,77.29273371320521,47.469863537675685,3.4060516340166274,22.668671477330104,
M2_RESID_CONTINUATION_1H_z2.5,A_resid_move,1,T_LIQ,49.39894319682959,282.7408021004804,57.49846914414976,24.18045158294711,2.042928893506167,16.8633433553334,
M2_RESID_CONTINUATION_1H_z2.5,A_resid_move,4,T_LIQ,49.39321884632321,435.85613211107136,96.84404021442057,20.255385927644326,2.438522722932269,28.402744044528227,
M2_RESID_CONTINUATION_1H_z2.5,A_resid_move,12,T_LIQ,49.3518273888155,636.4185886151485,153.97744027495324,17.08329029746858,2.888894734530649,45.15901871791084,
M2_RESID_CONTINUATION_1H_z4.0,A_resid_move,1,T_LIQ,14.783709157846296,407.17280743015823,156.40635270768595,6.777175864240415,2.1813967136152,45.87137828057195,
M2_RESID_CONTINUATION_1H_z4.0,A_resid_move,4,T_LIQ,14.781868384721584,595.6926249900786,224.89697125296388,7.015800535462138,2.106939658561414,65.958535979547,
M2_RESID_CONTINUATION_1H_z4.0,A_resid_move,12,T_LIQ,14.759318913943856,839.9979644899771,347.42487824888053,5.845674636240935,2.5248273009314874,101.89393038287314,
M3_RESID_REVERSION_4H_z1.5,A_resid_move,1,T_LIQ,167.006558810669,220.77540419256263,25.44738299309997,75.26882297578648,2.2188012540649664,7.463293602330256,
M3_RESID_REVERSION_4H_z1.5,A_resid_move,4,T_LIQ,166.9855706165282,361.224848923682,67.00686449874122,29.061407481217316,5.745956066458676,19.65199734924668,
M3_RESID_REVERSION_4H_z1.5,A_resid_move,12,T_LIQ,166.89068648885,570.1462198785391,132.35681108076264,18.55580963859787,8.993985697164154,38.81804826970757,
M3_RESID_REVERSION_4H_z2.5,A_resid_move,1,T_LIQ,52.34021543985637,323.81582001047997,63.47708318919139,26.02328990394531,2.011283570718752,18.61677128013257,
M3_RESID_REVERSION_4H_z2.5,A_resid_move,4,T_LIQ,52.333034111310596,492.8314826193687,142.28495963535948,11.99717231055134,4.362114067936195,41.72980888613709,
M3_RESID_REVERSION_4H_z2.5,A_resid_move,12,T_LIQ,52.290394973070015,710.9719426799478,273.7199825225352,6.746708052791659,7.750505070607471,80.27751203117049,
M4_FLOW_IMBALANCE_FADE_0.3,B_flow,1,T_LIQ,13.684068406840684,88.95255361897212,40.7497058230113,4.765054636083728,2.8717547755312323,11.95121002612268,
M4_FLOW_IMBALANCE_FADE_0.3,B_flow,4,T_LIQ,13.681818181818182,169.6672150699199,79.1012131604207,4.600759952093542,2.9738170050781223,23.19906837873285,
M4_FLOW_IMBALANCE_FADE_0.3,B_flow,12,T_LIQ,13.676867686768677,288.8455288314282,145.01085760535787,3.967621697298476,3.4471198945406396,42.52926936054463,
M4_FLOW_IMBALANCE_FADE_0.5,B_flow,1,T_LIQ,6.7891682785299805,115.26007091435734,95.96888731548596,1.442436973036876,4.7067347866411176,28.14607627505855,
M4_FLOW_IMBALANCE_FADE_0.5,B_flow,4,T_LIQ,6.7891682785299805,235.91648440417785,216.33738038423735,1.1891960074889032,5.7090405919423945,63.44815053887308,
M4_FLOW_IMBALANCE_FADE_0.5,B_flow,12,T_LIQ,6.7891682785299805,358.61439721559873,331.8028267752672,1.1681410312562304,5.811942305655373,97.31224287300596,
M5_FLOW_IMBALANCE_FOLLOW_0.3,B_flow,1,T_LIQ,13.684068406840684,88.95255361897212,40.7497058230113,4.765054636083728,2.8717547755312323,11.95121002612268,
M5_FLOW_IMBALANCE_FOLLOW_0.3,B_flow,4,T_LIQ,13.681818181818182,169.6672150699199,79.1012131604207,4.600759952093542,2.9738170050781223,23.19906837873285,
M5_FLOW_IMBALANCE_FOLLOW_0.3,B_flow,12,T_LIQ,13.676867686768677,288.8455288314282,145.01085760535787,3.967621697298476,3.4471198945406396,42.52926936054463,
M5_FLOW_IMBALANCE_FOLLOW_0.5,B_flow,1,T_LIQ,6.7891682785299805,115.26007091435734,95.96888731548596,1.442436973036876,4.7067347866411176,28.14607627505855,
M5_FLOW_IMBALANCE_FOLLOW_0.5,B_flow,4,T_LIQ,6.7891682785299805,235.91648440417785,216.33738038423735,1.1891960074889032,5.7090405919423945,63.44815053887308,
M5_FLOW_IMBALANCE_FOLLOW_0.5,B_flow,12,T_LIQ,6.7891682785299805,358.61439721559873,331.8028267752672,1.1681410312562304,5.811942305655373,97.31224287300596,
M6_OI_BUILD_FADE_0.01,C_oi,1,T_LIQ,71.06983568075117,218.49109562443616,42.060764262111896,26.984424821440232,2.6337354289013146,12.33572163045833,
M6_OI_BUILD_FADE_0.01,C_oi,4,T_LIQ,71.06161971830986,369.3221703775163,88.30793864969516,17.490864029309165,4.0627849830193075,25.899247625500358,
M6_OI_BUILD_FADE_0.01,C_oi,12,T_LIQ,71.03462441314554,571.4488819569494,160.129694358759,12.735354114291999,5.577750235733793,46.96337237408161,
M6_OI_BUILD_FADE_0.02,C_oi,1,T_LIQ,36.69600938967136,248.95680451101342,69.37141018487046,12.879142724749713,2.8492586947695693,20.34547921716571,
M6_OI_BUILD_FADE_0.02,C_oi,4,T_LIQ,36.6924882629108,439.06874598708623,141.68191590458542,9.603647391279917,3.8206825769371195,41.55294620367455,
M7_OI_FLUSH_BOUNCE_0.01,C_oi,1,T_LIQ,68.88262910798122,177.2870593546787,35.72032651995144,24.63333611333314,2.796317510184807,10.476176841515974,
M7_OI_FLUSH_BOUNCE_0.01,C_oi,4,T_LIQ,68.8744131455399,321.7467813030517,65.84415421451133,23.877781577613003,2.8844561175697416,19.310993787976376,
M7_OI_FLUSH_BOUNCE_0.01,C_oi,12,T_LIQ,68.82042253521126,529.602539215184,116.62007689020852,20.623077343592534,3.3370588389221822,34.202726229017564,
M7_OI_FLUSH_BOUNCE_0.02,C_oi,1,T_LIQ,30.34644744568409,212.6330564206872,72.10695587928015,8.695753911726941,3.4898006261147065,21.147769208458953,
M7_OI_FLUSH_BOUNCE_0.02,C_oi,4,T_LIQ,30.34351145038168,377.433389858699,125.04487652636796,9.110638846475746,3.330558038980923,36.67357964614544,
M7_OI_FLUSH_BOUNCE_0.02,C_oi,12,T_LIQ,30.314151497357603,669.923292346447,206.87523309773326,10.48656262743947,2.8907614987237706,60.673060333062104,
M8_VOLSHOCK_REVERSION_3.0x,D_volshock,1,T_LIQ,22.33616450603487,317.2728769416395,89.45994372367994,12.57791490094861,1.7758241077263375,26.237111526902474,
M9_VOLSHOCK_CONTINUATION_3.0x,D_volshock,1,T_LIQ,22.33616450603487,317.2728769416395,89.45994372367994,12.57791490094861,1.7758241077263375,26.237111526902474,
M9_VOLSHOCK_CONTINUATION_3.0x,D_volshock,4,T_LIQ,22.335270451497543,463.266087060021,140.53119386143928,10.867147130272285,2.0553021122976105,41.21545859384835,
M9_VOLSHOCK_CONTINUATION_3.0x,D_volshock,12,T_LIQ,22.319624497094324,658.1915924763949,239.66864966986518,7.541924889247501,2.9594068921205174,70.2908232349568,
M9_VOLSHOCK_CONTINUATION_6.0x,D_volshock,1,T_LIQ,4.604829857299671,401.33720072250344,220.29892565179688,3.3188993036746988,1.3874569355572748,64.61000578578533,
M9_VOLSHOCK_CONTINUATION_6.0x,D_volshock,4,T_LIQ,4.604829857299671,645.8649485705836,357.23407449181946,3.268719677936043,1.40875642790124,104.77080426745995,
M9_VOLSHOCK_CONTINUATION_6.0x,D_volshock,12,T_LIQ,4.602634467618002,891.3712471550285,566.0138815401755,2.4800650784550498,1.8558522950071945,166.0024444193074,
