mechanism_id,family,horizon_h,tier,raw_episodes_per_day,sd_episode_bps,sd_daymean_bps,k_eff_independent_per_day,redundancy_factor,net_bps_min_1y,eta_years
M8_VOLSHOCK_REVERSION_3.0x,D_volshock,4,T_LIQ,22.335270451497543,463.266087060021,140.53119386143928,10.867147130272285,2.0553021122976105,41.21545859384835,63.90394649603033
M6_OI_BUILD_FADE_0.02,C_oi,12,T_ALL,63.419600938967136,579.5163324150011,144.56753608128193,16.069035187761788,3.9466962513883623,42.39925054111206,66.20909636347125
M8_VOLSHOCK_REVERSION_3.0x,D_volshock,12,T_LIQ,22.319624497094324,658.1915924763949,239.66864966986518,7.541924889247501,2.9594068921205174,70.2908232349568,80.65676056556326
M6_OI_BUILD_FADE_0.02,C_oi,12,T_LIQ,36.678403755868544,658.7341793445053,253.3711074511012,6.759369950152329,5.426305118133379,74.30952588593779,144.45735499457115
M3_RESID_REVERSION_4H_z2.5,A_resid_move,1,T_DEEP,12.580715059588298,347.7693636324083,133.80138557406093,6.755560998611897,1.8622753998037067,39.24171790901177,157.45209039592592
M8_VOLSHOCK_REVERSION_6.0x,D_volshock,4,T_DEEP,1.677007299270073,615.2200252077201,656.619380081056,0.8778767209855218,1.9102993155889034,192.57552809472708,252.31587463735804
M1_RESID_REVERSION_1H_z4.0,A_resid_move,12,T_LIQ,14.759318913943856,839.9979644899771,347.42487824888053,5.845674636240935,2.5248273009314874,101.89393038287314,303.4441012150661
M1_RESID_REVERSION_1H_z4.0,A_resid_move,4,T_LIQ,14.781868384721584,595.6926249900786,224.89697125296388,7.015800535462138,2.106939658561414,65.958535979547,336.17932579539365
M3_RESID_REVERSION_4H_z2.5,A_resid_move,4,T_DEEP,12.579631635969664,536.3791851499319,310.7047813840016,2.980217490295543,4.221044832107929,91.12453755049789,406.47826162021164
M11_FLOW_PRICE_DIVERGENCE,F_divergence,12,T_LIQ,1.7324414715719063,440.87549345571074,408.0891374786603,1.1671370288128915,1.4843513904566907,119.68574724366717,465.05036628004746
M4_FLOW_IMBALANCE_FADE_0.5,B_flow,12,T_DEEP,10.925,510.2854813122238,331.5533402510717,2.3687520799763435,4.612133153296949,97.23907263069064,521.995439232823
M8_VOLSHOCK_REVERSION_6.0x,D_volshock,12,T_DEEP,1.6751824817518248,852.0756189223706,803.4015243687945,1.1248405770753103,1.4892621371354282,235.62428633819886,740.1463198613251
M8_VOLSHOCK_REVERSION_3.0x,D_volshock,4,T_DEEP,4.634902411021814,490.70392082604707,285.50105480500713,2.9540893161474204,1.568978427865014,83.73270431629483,969.6656165726212
M1_RESID_REVERSION_1H_z4.0,A_resid_move,4,T_DEEP,4.334226389819156,592.674047681317,411.6681284041604,2.0727042178506005,2.091097394645995,120.73540567354681,1340.0239600674402
M5_FLOW_IMBALANCE_FOLLOW_0.5,B_flow,1,T_DEEP,10.925,151.1424783762139,67.52306118895142,5.010358859310456,2.1804825376327517,19.803389241160847,1859.3481225203582
M5_FLOW_IMBALANCE_FOLLOW_0.5,B_flow,4,T_DEEP,10.925,272.753784994514,145.78907513742791,3.500189923757105,3.1212591996359738,42.75750760138435,2222.083765857768
M3_RESID_REVERSION_4H_z2.5,A_resid_move,12,T_ALL,83.6989010989011,627.7808964941449,214.19916220131185,8.589752610640796,9.74404093957453,62.82104675812906,3450.2169569807443
M8_VOLSHOCK_REVERSION_6.0x,D_volshock,1,T_DEEP,1.677007299270073,395.8381155078608,413.0726793964813,0.9182951219763665,1.8262182376192921,121.14733708661106,5278.918147483897
M2_RESID_CONTINUATION_1H_z4.0,A_resid_move,12,T_DEEP,4.330428954423592,996.2297710036936,710.5086392962307,1.965985479067969,2.202675961002802,208.3803502897632,8805.476949984562
M6_OI_BUILD_FADE_0.02,C_oi,12,T_DEEP,7.02706104468219,883.7097590462047,570.2283708620614,2.4017160465905123,2.925850062357638,167.23848394453677,16141.53374198288
M6_OI_BUILD_FADE_0.02,C_oi,4,T_DEEP,7.027672955974843,569.2184741031048,340.25111856353436,2.7987161268317418,2.5110345735315605,99.78998614708212,169690.16424658548
M10_BASIS_Z_REVERSION_2.0,E_basis,1,T_ALL,153.71020761245674,128.18132719872125,23.715880767858152,29.212653771202394,5.261768027524534,6.955472838066526,
M10_BASIS_Z_REVERSION_2.0,E_basis,4,T_ALL,153.69679930795849,218.15044804932165,37.46874946896841,33.897980174649,4.534099038234214,10.988960172246053,
M10_BASIS_Z_REVERSION_2.0,E_basis,12,T_ALL,153.64749134948096,356.20860814593857,64.87005359480669,30.152290412022285,5.095715424929007,19.02530629999229,
M10_BASIS_Z_REVERSION_3.0,E_basis,1,T_ALL,22.618777292576418,193.0240851940198,59.15408942777946,10.647642440304883,2.1242991037111456,17.348909209946118,
M10_BASIS_Z_REVERSION_3.0,E_basis,4,T_ALL,22.616157205240174,304.72768619484225,98.89133197611231,9.495271239069513,2.381833718681262,29.003180620316016,
M10_BASIS_Z_REVERSION_3.0,E_basis,12,T_ALL,22.599563318777292,460.0324558085059,162.5944835073545,8.00507364803805,2.823154953023597,47.686253979973806,
M11_FLOW_PRICE_DIVERGENCE,F_divergence,1,T_ALL,1.9699074074074074,104.23883604174631,86.28115287130825,1.4595777278941262,1.3496420024506561,25.304825113085997,
