net_put_flow_btc_z,net_call_flow_btc_z,block_share_z,pc_volume_ratio_z,top_strike_share_z,lag,event_day
-0.9424403166401659,-0.4323973393991139,-0.23090679698677438,-0.34363581592116416,-1.635287859656475,0,2023-03-23
1.1918796102154292,-0.41751079869036345,0.14783613272137033,0.8065056060527807,-1.0885132430186795,1,2023-03-23
-0.12278187687902843,-0.07284463803760531,-1.406561635920167,-1.2916369168527726,1.907729909290309,2,2023-03-23
-1.0911369482304834,0.3470076664426757,0.060567505766063255,0.018253554984884672,-0.758451843888502,-2,2023-03-24
-0.9424403166401659,-0.4323973393991139,-0.23090679698677438,-0.34363581592116416,-1.635287859656475,-1,2023-03-24
1.1918796102154292,-0.41751079869036345,0.14783613272137033,0.8065056060527807,-1.0885132430186795,0,2023-03-24
-0.12278187687902843,-0.07284463803760531,-1.406561635920167,-1.2916369168527726,1.907729909290309,1,2023-03-24
-1.1478838330875882,-0.05424708822963338,-1.0289450340387754,-0.2260978063234748,-1.1913123665945855,2,2023-03-24
-0.3109969322625329,-0.14265090699970262,-0.9609383916084334,-0.9380368353854603,0.6659331676343192,-2,2023-04-03
-0.20502063358999217,-0.2929807615118229,-1.3992291536586539,0.5822644816497617,0.33719611484517775,-1,2023-04-03
1.0977314343415296,0.1256641185853778,0.399976127169095,1.6958071027830346,-1.3517893852312293,0,2023-04-03
-1.22296416770109,-0.3929117968261137,-0.21852407198980697,-0.5924492713415243,-0.832867321266122,1,2023-04-03
-0.9840696235217217,-0.09262443841766548,-0.45020326127074345,1.7211669357690582,-0.4391661325415689,2,2023-04-03
